y_true,y_pred,y_true_index,y_pred_index,prob_glioma,prob_meningioma,prob_notumor,prob_pituitary
glioma,glioma,0,0,0.9999665,1.3168216e-05,4.058718e-06,1.6271902e-05
glioma,glioma,0,0,0.999785,2.5582056e-05,0.00018611354,3.2092457e-06
glioma,glioma,0,0,0.9874162,0.012086186,2.4733795e-06,0.00049513177
glioma,glioma,0,0,0.99981683,0.0001714974,7.757107e-06,3.9248284e-06
glioma,glioma,0,0,0.9998877,1.8611338e-05,1.4229879e-07,9.349863e-05
glioma,glioma,0,0,0.9992551,0.00012900354,4.9286402e-05,0.00056656904
glioma,glioma,0,0,0.9987214,0.0012775126,8.1027673e-07,2.5252663e-07
glioma,glioma,0,0,0.9990546,0.000102796614,2.5067564e-05,0.0008176011
glioma,glioma,0,0,0.9977664,0.0014786215,4.9415763e-07,0.00075454434
glioma,glioma,0,0,0.999859,8.242479e-05,9.536203e-06,4.9036957e-05
glioma,glioma,0,0,0.99990094,2.5691628e-05,6.817762e-05,5.2102914e-06
glioma,glioma,0,0,0.9762245,0.023694048,4.5227304e-07,8.1076e-05
glioma,glioma,0,0,0.9982829,0.0010972066,6.052455e-05,0.00055930007
glioma,glioma,0,0,0.9999105,5.0434868e-05,2.7337112e-06,3.6295467e-05
glioma,glioma,0,0,0.9989801,0.0001829012,6.57921e-06,0.0008304513
glioma,glioma,0,0,0.9995927,0.00038302262,3.5421908e-06,2.0664482e-05
glioma,glioma,0,0,0.7457977,0.2511692,2.1148027e-05,0.0030119186
glioma,glioma,0,0,0.9999682,5.6505714e-06,3.0984688e-07,2.5805652e-05
glioma,glioma,0,0,0.9999491,4.6042707e-05,1.6343632e-06,3.1308853e-06
glioma,glioma,0,0,0.9994273,0.00026178712,0.00019702208,0.00011381707
glioma,glioma,0,0,0.99761295,0.0009241223,1.4434997e-05,0.0014485824
glioma,meningioma,0,1,0.030203622,0.959487,0.0017749681,0.008534387
glioma,glioma,0,0,0.999729,0.00019946153,1.4611196e-05,5.686378e-05
glioma,glioma,0,0,0.9995783,0.00035479892,8.1643503e-07,6.6109555e-05
glioma,glioma,0,0,0.9999796,1.5624187e-06,3.1793072e-06,1.5619547e-05
glioma,glioma,0,0,0.9999846,8.367762e-06,3.5198534e-07,6.599457e-06
glioma,glioma,0,0,0.92505807,0.0573806,0.00030193562,0.017259372
glioma,glioma,0,0,0.99942684,6.9073385e-06,1.3903549e-06,0.00056481716
glioma,glioma,0,0,0.9787577,0.015580982,6.213748e-05,0.0055991756
glioma,glioma,0,0,0.9990246,0.00096722366,1.2316569e-06,6.9883326e-06
glioma,glioma,0,0,0.99895597,0.0006639831,9.140147e-06,0.0003708741
glioma,glioma,0,0,0.99983776,4.3610135e-06,3.2148862e-06,0.00015463564
glioma,glioma,0,0,0.9983902,0.0008586791,1.8558076e-06,0.0007492741
glioma,glioma,0,0,0.99992573,6.6421766e-05,2.078496e-06,5.809895e-06
glioma,glioma,0,0,0.999984,2.0743455e-06,7.127311e-06,6.706237e-06
glioma,glioma,0,0,0.9116378,0.082727745,0.0047601718,0.0008742579
glioma,glioma,0,0,0.99015665,0.009290285,1.9154218e-08,0.00055308477
glioma,glioma,0,0,0.8954696,0.09838454,0.00030677905,0.0058390694
glioma,glioma,0,0,0.6372178,0.3621771,0.00021400185,0.00039111808
glioma,glioma,0,0,0.7633737,0.23256598,0.00044386575,0.0036164185
glioma,glioma,0,0,0.99997675,6.02456e-06,1.418907e-05,3.0017743e-06
glioma,glioma,0,0,0.9998988,4.7145375e-05,2.3771508e-06,5.1619907e-05
glioma,glioma,0,0,0.9999616,1.5684099e-06,3.6405675e-06,3.3111555e-05
glioma,glioma,0,0,0.9608782,0.030369462,0.00043586356,0.008316488
glioma,glioma,0,0,0.93487674,0.063193716,2.522884e-06,0.0019269167
glioma,glioma,0,0,0.99996674,1.6270711e-05,1.1337176e-05,5.6496533e-06
glioma,glioma,0,0,0.9998159,3.7943875e-05,1.0180902e-05,0.00013607091
glioma,glioma,0,0,0.9393624,0.060364734,9.4947e-06,0.00026329115
glioma,glioma,0,0,0.9999889,1.0694608e-05,2.0139261e-09,3.6176564e-07
glioma,glioma,0,0,0.9999931,6.1575674e-06,4.4468376e-09,7.928457e-07
glioma,glioma,0,0,0.99934953,0.00060479966,7.295648e-07,4.49679e-05
glioma,glioma,0,0,0.99977523,5.095231e-05,1.1672904e-06,0.00017261472
glioma,glioma,0,0,0.99929273,0.00018530815,6.431387e-05,0.0004576485
glioma,glioma,0,0,0.9990916,0.000906211,1.4373422e-08,2.2205968e-06
glioma,glioma,0,0,0.99999046,4.0845516e-06,2.1200603e-06,3.3241076e-06
glioma,glioma,0,0,0.99743646,0.0025339213,1.5742982e-05,1.4001711e-05
glioma,glioma,0,0,0.97339004,0.025923235,4.422356e-06,0.00068238506
glioma,glioma,0,0,0.8632103,0.13126342,0.0022358552,0.0032904048
glioma,glioma,0,0,0.99951947,1.8845127e-05,0.0002730308,0.00018868227
glioma,glioma,0,0,0.9971576,0.00065988343,4.5551818e-07,0.0021820762
glioma,glioma,0,0,0.9999758,3.5884689e-06,2.01834e-05,4.17059e-07
glioma,glioma,0,0,0.99916697,4.3700657e-06,1.5399681e-06,0.0008271026
glioma,glioma,0,0,0.9945398,0.004494841,0.00013322418,0.00083208433
glioma,glioma,0,0,0.9992981,5.769561e-05,6.4490578e-06,0.00063775736
glioma,glioma,0,0,0.99965596,0.00033906344,1.279676e-06,3.616926e-06
glioma,glioma,0,0,0.999329,0.00015915334,8.837732e-06,0.0005031213
glioma,glioma,0,0,0.999946,1.8806102e-05,3.0685555e-05,4.4995054e-06
glioma,glioma,0,0,0.9987212,8.870315e-05,1.9451223e-05,0.0011706749
glioma,glioma,0,0,0.99977845,0.0002212095,2.352221e-07,9.533152e-08
glioma,glioma,0,0,0.9585769,0.036104403,0.0016838603,0.0036347928
glioma,glioma,0,0,0.9997507,1.0747418e-05,5.6216555e-07,0.00023801217
glioma,glioma,0,0,0.975343,0.024385016,1.8207273e-05,0.0002537947
glioma,glioma,0,0,0.979318,0.019045478,2.0064035e-05,0.0016163802
glioma,glioma,0,0,0.99997497,1.25992765e-05,1.2279173e-05,1.05404105e-07
glioma,glioma,0,0,0.9999747,2.373624e-05,1.2253125e-06,3.8219216e-07
glioma,glioma,0,0,0.99991286,3.686526e-05,4.7292932e-07,4.98417e-05
glioma,glioma,0,0,0.7911575,0.20883888,4.7338452e-07,3.1589484e-06
glioma,glioma,0,0,0.98054,0.01937067,6.774408e-06,8.260219e-05
glioma,glioma,0,0,0.9999567,4.3145916e-05,6.655676e-08,8.911763e-09
glioma,glioma,0,0,0.999985,1.4767681e-05,9.612106e-08,9.423873e-08
glioma,glioma,0,0,0.99993455,3.219808e-05,1.1749601e-06,3.2032203e-05
glioma,glioma,0,0,0.999874,0.00012102364,1.4389385e-06,3.5937096e-06
glioma,glioma,0,0,0.999969,2.1207523e-05,1.926906e-08,9.7923485e-06
glioma,glioma,0,0,0.99249166,0.005971305,1.6510185e-06,0.0015353257
glioma,glioma,0,0,0.9999883,4.1762046e-06,6.9360194e-06,5.327921e-07
glioma,glioma,0,0,0.99981195,0.00014664572,4.1145907e-07,4.1102227e-05
glioma,glioma,0,0,0.9999826,6.6137895e-06,1.0270294e-05,4.816715e-07
glioma,glioma,0,0,0.9970692,0.0028252096,1.1608079e-05,9.399321e-05
glioma,glioma,0,0,0.9999523,1.3151877e-05,6.1439723e-06,2.8279284e-05
glioma,glioma,0,0,0.96071124,0.021889687,2.6862865e-06,0.017396413
glioma,glioma,0,0,0.9996846,0.00022705687,1.1595874e-05,7.68639e-05
glioma,glioma,0,0,0.9999486,3.4340546e-06,1.6564682e-05,3.1334155e-05
glioma,glioma,0,0,0.9948214,0.005148913,9.2393515e-07,2.8651126e-05
glioma,glioma,0,0,0.96787405,0.031572912,6.1486935e-06,0.00054694444
glioma,glioma,0,0,0.99998045,1.4591627e-05,2.9016937e-06,2.0468053e-06
glioma,glioma,0,0,0.9999813,1.6258058e-05,1.4136372e-06,9.920318e-07
glioma,glioma,0,0,0.7440338,0.2546794,0.00034114998,0.0009456072
glioma,glioma,0,0,0.9999199,7.4477146e-05,5.080676e-06,5.0366947e-07
glioma,glioma,0,0,0.9999573,2.423839e-05,1.3135004e-06,1.7075954e-05
glioma,glioma,0,0,0.99996805,2.2526735e-06,5.935305e-08,2.9711897e-05
glioma,glioma,0,0,0.99983823,4.2610558e-05,9.586919e-05,2.3358505e-05
glioma,glioma,0,0,0.99998987,2.6063303e-06,7.139673e-06,3.4768175e-07
glioma,glioma,0,0,0.9999646,1.2847091e-05,1.4302616e-08,2.2552469e-05
glioma,glioma,0,0,0.99902415,0.0004993089,4.13449e-06,0.00047240042
glioma,glioma,0,0,0.999977,4.9866085e-06,4.185545e-07,1.75464e-05
glioma,glioma,0,0,0.94430375,0.047224667,8.7155684e-05,0.0083844485
glioma,glioma,0,0,0.78495395,0.16169165,0.011973336,0.04138107
glioma,glioma,0,0,0.9954217,0.0042971405,0.00024814764,3.302343e-05
glioma,glioma,0,0,0.9923382,0.007661097,3.3638895e-07,3.6514365e-07
glioma,glioma,0,0,0.9996216,0.0003001627,5.197013e-07,7.7701225e-05
glioma,glioma,0,0,0.99998367,5.200585e-06,3.1185878e-06,7.972362e-06
glioma,glioma,0,0,0.9949562,0.0044823564,7.787734e-06,0.000553651
glioma,glioma,0,0,0.9999484,1.667644e-05,3.0039473e-05,4.9336854e-06
glioma,glioma,0,0,0.998099,0.0013132952,9.142604e-05,0.0004963322
glioma,glioma,0,0,0.9981249,0.0018631499,3.402461e-07,1.1645154e-05
glioma,glioma,0,0,0.9999442,2.0792671e-05,3.171024e-05,3.302978e-06
glioma,glioma,0,0,0.99987245,0.00012366632,1.6982353e-06,2.1470817e-06
glioma,glioma,0,0,0.9971046,0.0028778792,4.468111e-06,1.30279495e-05
glioma,meningioma,0,1,0.4974208,0.49996293,0.002261395,0.00035490908
glioma,glioma,0,0,0.9993789,0.00055625924,3.5013159e-06,6.1351435e-05
glioma,glioma,0,0,0.8716562,0.014202904,2.5985917e-06,0.11413831
glioma,glioma,0,0,0.99940383,0.0004132712,2.1707912e-08,0.0001828558
glioma,glioma,0,0,0.99992275,3.863846e-05,3.5536526e-05,3.0513413e-06
glioma,glioma,0,0,0.9994622,0.0005285407,4.558946e-06,4.8036304e-06
glioma,glioma,0,0,0.99998415,6.795994e-06,2.690686e-07,8.810863e-06
glioma,glioma,0,0,0.99755716,0.0015309914,0.0003716648,0.0005402394
glioma,glioma,0,0,0.9995492,1.8215922e-05,0.00035685973,7.562512e-05
glioma,glioma,0,0,0.9996443,0.00035392438,1.7192514e-06,1.391702e-07
glioma,glioma,0,0,0.9999281,7.02238e-05,1.04528635e-08,1.661439e-06
glioma,glioma,0,0,0.999905,7.959335e-05,7.2002933e-07,1.4715385e-05
glioma,glioma,0,0,0.9947062,0.005131435,0.00012205726,4.0337018e-05
glioma,glioma,0,0,0.9999876,3.5110747e-06,8.036316e-06,9.315008e-07
glioma,glioma,0,0,0.99397683,0.0058270143,4.403738e-07,0.00019571265
glioma,glioma,0,0,0.99998665,6.5973177e-06,2.0786583e-06,4.7034655e-06
glioma,glioma,0,0,0.9976786,0.0019539606,7.165967e-06,0.000360361
glioma,glioma,0,0,0.999951,4.488242e-05,3.0692456e-06,9.662241e-07
glioma,glioma,0,0,0.49039158,0.12157361,0.002519136,0.3855157
glioma,glioma,0,0,0.9996544,0.00010358017,4.1766597e-07,0.00024149488
glioma,glioma,0,0,0.99519205,0.0048030117,1.7645179e-07,4.786347e-06
glioma,glioma,0,0,0.9999745,1.3083209e-06,2.398927e-05,1.9585482e-07
glioma,glioma,0,0,0.80107194,0.18423815,1.7721148e-05,0.014672185
glioma,glioma,0,0,0.99999344,4.0280825e-06,5.7061254e-07,1.9273186e-06
glioma,glioma,0,0,0.9971981,0.002720505,2.3898197e-05,5.7434467e-05
glioma,glioma,0,0,0.9979206,0.0016300798,0.00032429965,0.0001250637
glioma,glioma,0,0,0.9998658,4.0449846e-05,1.1073098e-06,9.265793e-05
glioma,glioma,0,0,0.99739206,0.0013002926,3.084124e-05,0.001276817
glioma,glioma,0,0,0.9991042,0.0005268995,4.1839034e-05,0.00032710572
glioma,glioma,0,0,0.9997584,0.00024089156,2.1394473e-07,4.510189e-07
glioma,glioma,0,0,0.9984889,0.0014221962,2.2696348e-05,6.61239e-05
glioma,glioma,0,0,0.9999876,8.380677e-06,1.4592226e-06,2.570257e-06
glioma,glioma,0,0,0.99975187,3.766694e-05,1.474792e-06,0.00020908873
glioma,glioma,0,0,0.99996984,6.394537e-06,7.81675e-06,1.5949638e-05
glioma,glioma,0,0,0.999998,5.7686145e-07,1.2144657e-06,2.5803885e-07
glioma,glioma,0,0,0.9982375,0.0015933557,1.15662415e-05,0.00015754538
glioma,glioma,0,0,0.9981396,0.00017216033,2.6143746e-07,0.001688005
glioma,glioma,0,0,0.9972242,0.0010824574,0.00028006142,0.0014132739
glioma,glioma,0,0,0.9998828,0.000114541384,2.2629674e-06,3.1357294e-07
glioma,glioma,0,0,0.99611294,0.00010521088,0.0004948634,0.0032869778
glioma,glioma,0,0,0.9856451,0.011944746,0.00014543984,0.0022646983
glioma,glioma,0,0,0.9993463,0.0006426157,3.1990663e-08,1.1075324e-05
glioma,glioma,0,0,0.9999341,4.1766496e-05,1.5238123e-05,8.952496e-06
glioma,glioma,0,0,0.9999467,5.3210486e-05,1.4812898e-09,3.9438223e-08
glioma,glioma,0,0,0.9999658,5.604992e-06,5.3377924e-08,2.8585006e-05
glioma,glioma,0,0,0.9999968,2.7464723e-06,1.794675e-08,5.1718837e-07
glioma,glioma,0,0,0.9999989,4.0799827e-07,6.1451874e-07,2.4858403e-08
glioma,glioma,0,0,0.9964941,0.0034622718,1.5915348e-06,4.2079042e-05
glioma,glioma,0,0,0.9960802,0.003538814,2.6219075e-06,0.00037833737
glioma,glioma,0,0,0.9993125,2.9730076e-05,4.1300696e-05,0.00061644404
glioma,pituitary,0,3,0.0860028,0.18576016,0.0030029211,0.7252341
glioma,glioma,0,0,0.9996166,0.00034437355,1.4431307e-05,2.455115e-05
glioma,glioma,0,0,0.9976808,0.0022425465,4.813207e-06,7.189945e-05
glioma,glioma,0,0,0.9999858,6.9386288e-06,3.2089627e-08,7.1942277e-06
glioma,glioma,0,0,0.99850684,0.00029068414,1.7898892e-05,0.0011846303
glioma,glioma,0,0,0.99606967,0.0039152405,3.0857117e-07,1.4690765e-05
glioma,glioma,0,0,0.9987978,0.00040313893,8.258722e-07,0.0007982897
glioma,glioma,0,0,0.99987113,2.2203396e-05,1.2096052e-06,0.00010540407
glioma,glioma,0,0,0.9955421,0.004118261,8.7260654e-05,0.0002523974
glioma,glioma,0,0,0.99964035,0.00034753387,3.3382562e-08,1.2106062e-05
glioma,glioma,0,0,0.99935037,0.0005963044,6.5573463e-06,4.6717352e-05
glioma,glioma,0,0,0.9999987,1.1872082e-06,7.725503e-09,9.570162e-08
glioma,glioma,0,0,0.99879503,0.0011108135,1.0520125e-05,8.365828e-05
glioma,glioma,0,0,0.9994221,4.7998637e-05,2.0677223e-06,0.00052792684
glioma,glioma,0,0,0.9995896,0.00040582387,1.5462254e-07,4.454373e-06
glioma,glioma,0,0,0.99975866,0.00021674692,5.1259536e-07,2.4058729e-05
glioma,glioma,0,0,0.9996933,2.6664724e-05,5.894549e-06,0.00027425637
glioma,glioma,0,0,0.9999114,4.967431e-05,9.279272e-06,2.9564568e-05
glioma,glioma,0,0,0.9997732,0.00021912422,5.298371e-06,2.3811651e-06
glioma,glioma,0,0,0.9937052,0.0062502087,6.100336e-07,4.3928267e-05
glioma,glioma,0,0,0.9935688,0.0058423714,4.002337e-06,0.0005848017
glioma,glioma,0,0,0.99988043,0.00011811485,7.324111e-07,7.623151e-07
glioma,glioma,0,0,0.9999865,2.4245724e-06,5.631518e-06,5.492723e-06
glioma,glioma,0,0,0.9999999,1.455569e-07,1.6291706e-08,6.005261e-09
glioma,glioma,0,0,0.9999393,3.6428424e-05,2.1638878e-07,2.401972e-05
glioma,glioma,0,0,0.9996012,0.00039462134,3.8373673e-09,4.241323e-06
glioma,glioma,0,0,0.9999149,7.913539e-05,1.0801973e-07,5.8576725e-06
glioma,glioma,0,0,0.9995407,0.00026246707,0.0001968412,4.4827754e-08
glioma,glioma,0,0,0.9999901,9.399561e-06,5.650781e-08,4.630815e-07
glioma,glioma,0,0,0.98215437,0.017834809,8.341024e-07,9.952211e-06
glioma,glioma,0,0,0.99765766,6.9642265e-05,0.00014323107,0.0021295398
glioma,glioma,0,0,0.9999881,9.494691e-06,1.1844205e-06,1.2163163e-06
glioma,glioma,0,0,0.9996294,0.0003078253,3.4650775e-06,5.9346334e-05
glioma,glioma,0,0,0.9994636,0.00010876837,6.5031454e-06,0.00042110335
glioma,glioma,0,0,0.9986443,0.0013375724,1.803849e-05,6.82767e-08
glioma,glioma,0,0,0.9989537,0.00036854498,9.628277e-07,0.00067680056
glioma,glioma,0,0,0.9996978,0.00029838117,1.5770571e-06,2.3432763e-06
glioma,glioma,0,0,0.9985709,0.0013082545,1.718625e-05,0.00010369905
glioma,glioma,0,0,0.9993236,0.0005728445,3.550606e-05,6.8119865e-05
glioma,glioma,0,0,0.99565554,0.004333148,9.670109e-06,1.6478023e-06
glioma,glioma,0,0,0.99992955,6.4345346e-05,1.8472921e-06,4.2614306e-06
glioma,glioma,0,0,0.99834824,3.8086124e-05,4.6888727e-06,0.0016090932
glioma,glioma,0,0,0.797489,0.004693909,0.00046086125,0.19735625
glioma,glioma,0,0,0.9999304,6.861594e-05,2.6798554e-07,7.118951e-07
glioma,glioma,0,0,0.99999607,1.4899398e-06,7.266506e-09,2.3906118e-06
glioma,glioma,0,0,0.9995701,0.00035762813,9.449583e-06,6.2878826e-05
glioma,glioma,0,0,0.99978095,0.00016575314,3.449979e-06,4.9812934e-05
glioma,glioma,0,0,0.9764307,0.023534084,3.1478427e-07,3.487565e-05
glioma,glioma,0,0,0.9988763,0.0009806937,3.037058e-06,0.00013990085
glioma,glioma,0,0,0.86528426,0.11257191,2.1938231e-05,0.022121897
glioma,glioma,0,0,0.9959188,0.0040287306,3.3650403e-07,5.2156705e-05
glioma,glioma,0,0,0.993718,0.0062105153,4.7794236e-07,7.102296e-05
glioma,glioma,0,0,0.9999759,2.16648e-05,6.86482e-07,1.6888396e-06
glioma,glioma,0,0,0.9994288,0.00036836526,8.42821e-05,0.000118588134
glioma,glioma,0,0,0.99979085,4.3123742e-05,1.7872397e-07,0.00016588176
glioma,glioma,0,0,0.94991034,0.018398952,0.0011831379,0.030507589
glioma,glioma,0,0,0.99846363,0.0003836737,8.345e-06,0.0011443314
glioma,glioma,0,0,0.9999889,8.882975e-06,9.480754e-08,2.087985e-06
glioma,glioma,0,0,0.99886155,0.00024811176,6.407474e-06,0.0008838938
glioma,glioma,0,0,0.9998286,1.755474e-05,7.6312364e-07,0.00015316198
glioma,glioma,0,0,0.99978155,0.00019463249,1.9234396e-05,4.6674054e-06
glioma,glioma,0,0,0.9757414,0.02364431,9.103231e-05,0.00052320515
glioma,glioma,0,0,0.99839264,4.8085563e-05,1.3847858e-06,0.0015578215
glioma,glioma,0,0,0.99996936,2.5946887e-05,2.417395e-07,4.429694e-06
glioma,glioma,0,0,0.89712656,0.08565491,3.6104202e-06,0.017214885
glioma,glioma,0,0,0.9999646,1.6027669e-05,4.0663735e-06,1.5338652e-05
glioma,glioma,0,0,0.9932035,0.0030608636,8.022595e-06,0.0037275103
glioma,glioma,0,0,0.8634323,0.11516544,1.006311e-05,0.021392215
glioma,glioma,0,0,0.9999888,1.1030693e-05,2.0833365e-08,2.205443e-07
glioma,glioma,0,0,0.9999864,1.2081448e-05,1.3430374e-06,2.1505348e-07
glioma,glioma,0,0,0.9967288,0.003250334,2.0194018e-05,7.012267e-07
glioma,glioma,0,0,0.9997563,9.847877e-05,8.1476814e-05,6.3680374e-05
glioma,glioma,0,0,0.8506468,0.14774187,0.00021464942,0.0013966805
glioma,glioma,0,0,0.9996575,0.00027056132,9.679033e-06,6.2226376e-05
glioma,glioma,0,0,0.9864117,0.010617504,0.0027359694,0.00023486208
glioma,glioma,0,0,0.99822193,0.0008885869,3.9748236e-05,0.0008497441
glioma,glioma,0,0,0.99939466,0.00058510265,1.5563526e-05,4.6526607e-06
glioma,pituitary,0,3,0.0676087,0.01753905,0.0005715868,0.9142807
glioma,glioma,0,0,0.9999976,2.4911472e-07,1.9732126e-06,9.613474e-08
glioma,glioma,0,0,0.9863905,0.0001748253,0.00025440153,0.013180217
glioma,glioma,0,0,0.99984705,3.1442203e-05,4.140035e-06,0.00011730894
glioma,meningioma,0,1,0.011845143,0.77750903,0.012473836,0.19817206
glioma,glioma,0,0,0.99998605,4.403733e-06,1.2523009e-06,8.272889e-06
glioma,glioma,0,0,0.92118925,0.078592725,3.40345e-05,0.0001840221
glioma,glioma,0,0,0.98286587,0.016703859,2.3401817e-05,0.0004068379
glioma,glioma,0,0,0.9998733,0.00012281607,2.1399696e-06,1.6834211e-06
glioma,glioma,0,0,0.9961628,0.001644149,5.9321566e-05,0.0021336924
glioma,glioma,0,0,0.8280781,0.064828195,0.0011886158,0.105905145
glioma,glioma,0,0,0.99997556,1.9921634e-05,6.78537e-07,3.841378e-06
glioma,glioma,0,0,0.9377274,0.0151031455,0.0015266835,0.045642793
glioma,glioma,0,0,0.9998596,5.113522e-05,7.234922e-06,8.2035476e-05
glioma,glioma,0,0,0.99998426,2.452658e-06,1.1096939e-06,1.221315e-05
glioma,glioma,0,0,0.9999974,1.592877e-06,7.212141e-07,3.199364e-07
glioma,glioma,0,0,0.999972,7.944195e-06,2.6581858e-07,1.9886238e-05
glioma,glioma,0,0,0.9997787,6.575571e-06,3.330952e-06,0.0002113957
glioma,glioma,0,0,0.99979013,0.0002094424,3.2747027e-07,2.4184592e-08
glioma,glioma,0,0,0.9876039,0.01237909,4.548784e-07,1.6557233e-05
glioma,glioma,0,0,0.99871886,0.0010586136,1.956648e-06,0.0002206272
glioma,glioma,0,0,0.72110915,0.047691364,6.4881475e-05,0.23113458
glioma,glioma,0,0,0.99937445,0.00033406203,3.829431e-07,0.00029112076
glioma,glioma,0,0,0.99659663,0.0033186397,2.1240652e-05,6.3496685e-05
glioma,glioma,0,0,0.9297296,0.059220918,0.0031914557,0.007858085
glioma,glioma,0,0,0.99990463,1.836362e-05,4.602525e-05,3.1016243e-05
glioma,glioma,0,0,0.99747986,0.0017650257,5.814442e-07,0.0007545859
glioma,glioma,0,0,0.9998047,0.00018223595,1.21466e-05,9.911171e-07
glioma,glioma,0,0,0.9991698,0.0007835975,1.9154689e-08,4.6597506e-05
glioma,meningioma,0,1,0.17301926,0.6055756,0.0007495521,0.2206555
glioma,glioma,0,0,0.9993243,0.0006474754,1.8570097e-05,9.68697e-06
glioma,meningioma,0,1,0.0031775355,0.99522877,2.5837107e-05,0.0015678892
glioma,glioma,0,0,0.73877144,0.14080733,0.00060677505,0.11981441
glioma,glioma,0,0,0.9999529,4.390058e-05,2.8514907e-07,2.980463e-06
glioma,glioma,0,0,0.99953985,8.803817e-06,2.1907158e-06,0.00044920368
glioma,glioma,0,0,0.99619955,0.0037912717,5.034715e-08,9.128515e-06
glioma,glioma,0,0,0.9365779,0.04815424,0.00021051569,0.015057331
glioma,glioma,0,0,0.9998388,7.84142e-05,7.3648043e-06,7.536893e-05
glioma,glioma,0,0,0.9999795,1.7268909e-05,1.0980995e-07,3.0763163e-06
glioma,glioma,0,0,0.8929208,0.10679891,3.7346428e-05,0.00024290578
glioma,glioma,0,0,0.999329,0.00058263214,4.3526928e-08,8.847318e-05
glioma,glioma,0,0,0.9999268,3.399958e-05,1.1700003e-07,3.912895e-05
glioma,glioma,0,0,0.82731795,0.15233395,7.948574e-06,0.02034009
glioma,glioma,0,0,0.802708,0.17823921,7.187721e-06,0.01904558
glioma,glioma,0,0,0.98445094,0.010502848,2.445798e-06,0.005043704
glioma,glioma,0,0,0.9995534,1.9871015e-05,2.0883897e-06,0.00042454927
glioma,glioma,0,0,0.8977861,0.00012295305,2.848684e-07,0.10209063
glioma,glioma,0,0,0.8960504,0.08810576,0.0021563428,0.013687465
glioma,glioma,0,0,0.91500664,0.0642091,4.6493282e-05,0.020737736
glioma,glioma,0,0,0.9999907,2.6654566e-06,7.377646e-07,5.955835e-06
glioma,glioma,0,0,0.9988122,0.0011781533,9.148415e-06,5.182841e-07
glioma,glioma,0,0,0.98296654,0.00111248,4.515081e-05,0.01587586
glioma,glioma,0,0,0.99998593,5.4749753e-06,5.0870227e-08,8.59894e-06
glioma,glioma,0,0,0.999943,5.4176828e-05,4.029779e-07,2.473193e-06
glioma,glioma,0,0,0.9525328,0.00040145175,3.7934815e-06,0.04706192
glioma,glioma,0,0,0.9991161,0.0006201991,1.7241665e-07,0.00026354598
glioma,glioma,0,0,0.999944,5.2116153e-05,1.2529899e-06,2.5824936e-06
glioma,glioma,0,0,0.999403,0.0005699756,2.0394435e-07,2.684239e-05
glioma,glioma,0,0,0.9999956,4.2707443e-06,3.1692682e-08,1.5498465e-07
glioma,glioma,0,0,0.9999721,4.3472187e-06,2.3472669e-05,5.741526e-08
glioma,glioma,0,0,0.9887925,0.007000049,2.0418667e-05,0.004187026
glioma,glioma,0,0,0.99900997,0.0009818034,4.9767422e-08,8.148912e-06
glioma,glioma,0,0,0.9861963,8.05618e-05,1.75148e-05,0.013705728
glioma,glioma,0,0,0.9972447,0.002601193,5.0277964e-07,0.0001536667
